X,Y
1.0,17.45071229516849
1.1304347826086956,9.020553440844328
1.2608695652173914,22.00644338341965
1.391304347826087,36.43523990661187
1.5217391304347827,11.478247583308752
1.6521739130434783,12.981329388673444
1.7826086956521738,41.78649090935946
1.9130434782608696,31.31681394296471
2.0434782608695654,14.572250940654362
2.1739130434782608,31.663920502560735
2.3043478260869565,18.58748697076203
2.4347826086956523,20.66811796865787
2.5652173913043477,33.500889650050055
2.6956521739130435,3.491722606125471
2.8260869565217392,8.738708882814908
2.9565217391304346,28.70179292149883
3.0869565217391304,24.569347939785153
3.217391304347826,47.20331301350378
3.3478260869565215,31.699109566614723
3.4782608695652173,27.06686224934681
3.608695652173913,73.27017576822786
3.7391304347826084,51.03490558721992
3.869565217391304,58.6726584200353
4.0,39.62877720679815
4.130434782608695,56.27660317749087
4.260869565217391,69.65060633147027
4.391304347826087,54.36836666002651
4.521739130434783,81.01732282716998
4.6521739130434785,70.22293382891169
4.782608695652174,78.80984895158856
4.913043478260869,78.21447643092576
5.043478260869565,119.18114819296488
5.173913043478261,95.45349626031093
5.304347826086956,84.15134929817566
5.434782608695652,116.81832491028129
5.565217391304348,90.73271387047248
5.695652173913043,116.84561933149853
5.826086956521739,89.08698972970508
5.956521739130435,103.43070643098477
6.08695652173913,131.2799506741427
6.217391304347826,144.4796452027667
6.3478260869565215,141.15086448249983
6.478260869565217,142.12538918572645
6.608695652173913,144.72541053969562
6.739130434782608,132.5480680650935
6.869565217391304,149.51424613683926
7.0,159.0904184356032
7.130434782608695,187.6470035256089
7.260869565217391,182.8366940032622
7.391304347826087,157.23114625178962
7.521739130434782,194.63441644073288
7.6521739130434785,190.19541040623167
7.782608695652174,192.11838171563744
7.913043478260869,217.8500025556754
8.043478260869566,230.6445769584223
8.173913043478262,235.7555912007317
8.304347826086957,215.90701125373982
8.434782608695652,230.66805254748698
8.565217391304348,247.18823313456954
8.695652173913043,263.8675814436974
8.826086956521738,249.16399323761357
8.956521739130434,260.7860038188518
9.08695652173913,254.2972249173198
9.217391304347826,260.37259061988635
9.347826086956522,298.0290971657807
9.478260869565217,313.81240950228636
9.608695652173912,300.1183358889603
9.73913043478261,324.08323921507224
9.869565217391305,322.3886235515179
10.0,315.32320368092314
